DATASET,ID,SMILES_Curado,Score_vina,S_moe,E_score1_moe,E_score2_moe,rmsd_refine_moe,ID_moe,ID_Score_Vina,SA score
UNPDA_1000,UNPDA_1000_18,NCc1ncc(-c2cc(Nc3ccc(CCCNC(N)=O)cc3)ccc2CCO)[nH]1,-7.404,-6.9364004,-12.276233,-6.9364004,1.2508736,No_10_492,No_10_492_out,2.646
UNPDA_1000,UNPDA_1000_19,NCc1ccccc1CCn1nc([C@@H](N)CCO)c2c(=O)[nH]cnc21,-6.795,-6.7779016,-12.410537,-6.7779016,1.8536049,No_10_633,No_10_633_out,3.376
UNPDA_1000,UNPDA_1000_20,NC[C@@H](Cn1nnc(C(=O)O)c1CO)c1cccc(NC(N)=O)c1,-6.918,-6.2024937,-13.957304,-6.2024937,2.4247479,No_10_716,No_10_716_out,3.242
UNPDA_1000,UNPDA_1000_21,NC(=O)NCCCc1ccc(N(CCO)c2ccc(CCO)c(-c3cnc[nH]3)c2)cc1,-7.255,-6.9621229,-10.506355,-6.9621229,2.5520818,No_10_82,No_10_82_out,2.833
UNPDA_1000,UNPDA_1000_22,NCNCCc1cc(CC(N)=O)nc([C@H](O)C(=O)O)c1,-6.139,-5.6670942,-11.975313,-5.6670942,2.2034121,No_10_86,No_10_86_out,3.485
UNPDA_1000,UNPDA_1000_23,CCN(c1ccc(CCCNC(N)=O)cc1)c1cc(C(=O)CN)cc(C(=O)NC)c1,-7.351,-6.7181859,-11.037032,-6.7181859,1.2799053,No_10_99,No_10_99_out,2.583
UNPDA_1000,UNPDA_1000_24,NC[C@@H](Cn1nnc(C(=O)O)c1CO)c1cccc(CC(=O)O)c1,-6.688,-6.0802102,-11.433591,-6.0802102,1.4805862,No_11_188,No_11_188_out,3.225
UNPDA_1000,UNPDA_1000_25,CNC(=O)C[C@@](CO)(Cn1nnc(C(=O)O)c1CO)c1cccc(NC(N)=O)c1,-6.979,-6.1277099,-10.983728,-6.1277099,1.8978119,No_11_240,No_11_240_out,3.546
UNPDA_1000,UNPDA_1000_26,NCNCCc1cc(CCCc2ccccc2)nc([C@H](O)C(=O)O)c1,-7.021,-6.107439,-11.978757,-6.107439,1.7017999,No_11_257,No_11_257_out,3.11
UNPDA_1000,UNPDA_1000_27,NCc1ccccc1CCn1nc([C@H](N)CCO)c2c(=O)[nH]cnc21,-6.991,-6.6089821,-12.450471,-6.6089821,1.7241029,No_11_272,No_11_272_out,3.376
UNPDA_1000,UNPDA_1000_28,NC[C@H](Cn1nnc(C(=O)O)c1CO)c1cccc(NC(N)=O)c1,-6.791,-6.345706,-12.267966,-6.345706,1.6363876,No_11_298,No_11_298_out,3.242
UNPDA_1000,UNPDA_1000_29,NCO[C@H](Cn1nnc(C(=O)O)c1CO)c1ccc(N)c(C(N)=O)c1,-6.501,-6.0925083,-12.034266,-6.0925083,2.3478589,No_11_308,No_11_308_out,3.57
UNPDA_1000,UNPDA_1000_30,NCNCCc1cc(CC(=O)CN)nc([C@H](O)C(=O)O)c1,-5.806,-5.891644,-11.807601,-5.891644,1.8438314,No_11_331,No_11_331_out,3.632
UNPDA_1000,UNPDA_1000_31,NCC[C@@H](N)c1nn(CCc2ccccc2CN)c2nc[nH]c(=O)c12,-6.686,-6.2281947,-14.598834,-6.2281947,1.7410227,No_11_377,No_11_377_out,3.412
UNPDA_1000,UNPDA_1000_32,NCO[C@H](Cn1nnc(C(=O)O)c1CO)c1cc(O)ccc1NC(N)=O,-6.636,-5.9987545,-11.215651,-5.9987545,1.506685,No_11_432,No_11_432_out,3.655
UNPDA_1000,UNPDA_1000_33,[NH]CCCCc1cc(CCNCN)cc([C@H](O)C(=O)O)n1,-5.929,-6.0462308,-13.162626,-6.0462308,1.4261625,No_11_47,No_11_47_out,3.806
UNPDA_1000,UNPDA_1000_34,NCCCc1cc(CN)cc([C@H](CO)C(=O)O)n1,-5.804,-5.6946063,-12.038506,-5.6946063,2.7700281,No_11_54,No_11_54_out,3.315
UNPDA_1000,UNPDA_1000_35,[NH][C@@](CO)(Cn1nnc(C(=O)O)c1CO)c1cccc(NC(N)=O)c1,-6.592,-6.1072845,-11.689048,-6.1072845,1.4579835,No_11_636,No_11_636_out,3.64
UNPDA_1000,UNPDA_1000_36,NCNCCc1cc(CCCCC2=CC(=O)C=CC2=O)nc([C@H](O)C(=O)O)c1,-6.991,-6.6225963,-11.582072,-6.6225963,1.3814842,No_11_91,No_11_91_out,3.657
UNPDA_1000,UNPDA_1000_37,CCNCc1cc(CCCN)nc([C@H](CO)C(=O)O)c1,-5.535,-5.6574621,-12.372866,-5.6574621,3.4807043,No_12_42,No_12_42_out,3.23
UNPDA_1000,UNPDA_1000_38,[NH]c1ccc(C(=O)N[C@@H](CCNCCc2ccc(O)c(C(=O)O)c2)C(=O)O)nc1,-7.179,-6.6715689,-13.45456,-6.6715689,1.8575935,No_13_206,No_13_206_out,3.181
